GRNNo,LPONo,TDate,DNote,Item,Quantity,Price,VATAmount,NetAmount,Amount,Posted,Balance,SortOrder,Pick,VAT,Credit,Supplier,CurrMonth,Days,RefNo,Cash,BatchNo,Expiry,Blank,Quantity2,Price2,Return,UserName,Official,Remarks,Cancelled,B4,Curr,AVGPrice,AVGPrice2,StCn,Company,GoodsRet,Transfer,VATIncl,Discount,CostPrice,CostPrice2,Ref,BBF,BinLoc,InvNo,NetPrice
"33726",,"08/13/26 00:00:00",,"262311",50,115,0,5750,5750,0,5750,2266,0,0,0,10059,"8. AUGUST",8,"33726",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,115,0,,0,"Z001",,115
"33726",,"08/13/26 00:00:00",,"262312",10,260,0,2600,2600,0,2600,2267,0,0,0,10059,"8. AUGUST",8,"33726",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,260,0,,0,"Z001",,260
"33726",,"08/13/26 00:00:00",,"262313",20,65,0,1300,1300,0,1300,2268,0,0,0,10059,"8. AUGUST",8,"33726",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,65,0,,0,"Z001",,65
"33726",,"08/13/26 00:00:00",,"262315",20,40,0,800,800,0,800,2269,0,0,0,10059,"8. AUGUST",8,"33726",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,40,0,,0,"Z001",,40
"33726",,"08/13/26 00:00:00",,"262316",8,500,0,4000,4000,0,4000,2270,0,0,0,10059,"8. AUGUST",8,"33726",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,500,0,,0,"Z001",,500
"33826",,"08/14/26 00:00:00",,"262317",5,650,0,3250,3250,0,3250,2271,0,0,0,10059,"8. AUGUST",7,"33826",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,650,0,,0,"Z001",,650
"33926",,"08/10/26 00:00:00",,"262218",4,29500,0,118000,118000,0,118000,2272,0,0,0,364,"8. AUGUST",11,"33926",1,,,1,0,1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,29500,1,,0,"Z001",,29500
"34026",,"08/10/26 00:00:00",,"1034",1,200,0,200,200,0,200,2273,0,0,0,352,"8. AUGUST",11,"34026",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,200,1,,0,"Z001",,200
"34126",,"08/15/26 00:00:00",,"1716",1,2110,0,2110,2110,0,2110,2274,0,0,0,347,"8. AUGUST",6,"34126",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,2110,1,,0,"Z001",,2110
"33926",,"08/10/26 00:00:00",,"262318",2,2200,0,4400,4400,0,4400,2276,0,0,0,364,"8. AUGUST",11,"33926",1,,,1,0,-1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,2200,0,,0,"Z001",,2200
"34326",,"08/18/26 00:00:00",,"262218",4,29400,0,117600,117600,0,117600,2277,0,0,0,364,"8. AUGUST",3,"34326",1,,,1,0,1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,29400,1,,0,"Z001",,29400
"28626",,"07/08/26 00:00:00",,"6556",2,11865.32,0,23730.64,23730.64,0,23730.64,2169,0,0,0,345,"7. JULY",44,"28626",1,,,1,0,1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,11865.32,1,,0,"Z001",,11865.32
"34326",,"08/18/26 00:00:00",,"262122",8,3000,0,24000,24000,0,24000,2278,0,0,0,364,"8. AUGUST",3,"34326",1,,,1,0,1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,3000,1,,0,"Z001",,3000
"2626",,"06/29/26 00:00:00",,"262235",0,0,0,0,0,0,0,2279,0,0,0,0,"6. JUNE",53,,0,,,1,90,0,0,"ABDUL",0,,0,0,1,0,0,1,"01",0,0,0,0,0,0,,0,"Z001",,0
"34426",,"08/20/26 00:00:00",,"6030",30,60,0,1800,1800,0,1800,2281,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,60,1,,0,"Z001",,60
"34426",,"08/20/26 00:00:00",,"262319",12,18,0,216,216,0,216,2282,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,18,0,,0,"Z001",,18
"34426",,"08/20/26 00:00:00",,"262320",10,705.28,0,7052.8,7052.8,0,7052.8,2283,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,705.28,0,,0,"Z001",,705.28003
"34426",,"08/20/26 00:00:00",,"262322",10,324.8,0,3248,3248,0,3248,2284,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,324.8,0,,0,"Z001",,324.79999
"34426",,"08/20/26 00:00:00",,"241923",30,280,0,8400,8400,0,8400,2285,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,280,1,,0,"Z001",,280
"34426",,"08/20/26 00:00:00",,"262323",20,160.08,0,3201.6,3201.6,0,3201.6,2286,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,160.08,0,,0,"Z001",,160.08
"34426",,"08/20/26 00:00:00",,"262327",10,44.08,0,440.8,440.8,0,440.8,2287,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,44.08,0,,0,"Z001",,44.080002
"34426",,"08/20/26 00:00:00",,"262325",5,310.07,0,1550.35,1550.35,0,1550.35,2288,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,310.07,0,,0,"Z001",,310.07001
"34426",,"08/20/26 00:00:00",,"262326",5,360.06,0,1800.3,1800.3,0,1800.3,2289,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,360.06,0,,0,"Z001",,360.06
"34426",,"08/20/26 00:00:00",,"251952",3,1021,0,3063,3063,0,3063,2290,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,1021,1,,0,"Z001",,1021
"34426",,"08/20/26 00:00:00",,"251951",5,1573.01,0,7865.05,7865.05,0,7865.05,2291,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,1573.01,1,,0,"Z001",,1573.01
"34426",,"08/20/26 00:00:00",,"1716",5,2090,0,10450,10450,0,10450,2292,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,2090,1,,0,"Z001",,2090
"34426",,"08/20/26 00:00:00",,"859",5,3146,0,15730,15730,0,15730,2293,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,3146,1,,0,"Z001",,3146
"34426",,"08/20/26 00:00:00",,"6505",30,84.68000000000001,0,2540.4,2540.4,0,2540.4,2294,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,84.68000000000001,1,,0,"Z001",,84.68
"28626",,"07/08/26 00:00:00",,"5812",1,7925.06,0,7925.06,7925.06,0,7925.06,2170,0,0,0,345,"7. JULY",44,"28626",1,,,1,0,1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,7925.06,1,,0,"Z001",,7925.0601
"34426",,"08/20/26 00:00:00",,"1422",5,285.36,0,1426.8,1426.8,0,1426.8,2295,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,285.36,0,,0,"Z001",,285.35999
"34426",,"08/20/26 00:00:00",,"6612",5,649.6,0,3248,3248,0,3248,2296,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,649.6,1,,0,"Z001",,649.59998
"34426",,"08/20/26 00:00:00",,"6608",5,900.16,0,4500.8,4500.8,0,4500.8,2297,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,900.16,1,,0,"Z001",,900.15997
"34426",,"08/20/26 00:00:00",,"6613",5,1135.06,0,5675.3,5675.3,0,5675.3,2298,0,0,0,347,"8. AUGUST",1,"34426",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,1135.06,1,,0,"Z001",,1135.0601
"34526",,"08/20/26 00:00:00",,"6511",3,3400,0,10200,10200,0,10200,2299,0,0,0,368,"8. AUGUST",0,,1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,3400,1,,0,"Z001",,3400
"28626",,"07/08/26 00:00:00",,"5811",2,6205.38,0,12410.76,12410.76,0,12410.76,2171,0,0,0,345,"7. JULY",44,"28626",1,,,1,0,1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,6205.38,1,,0,"Z001",,6205.3799
"11526",,"01/03/26 00:00:00",,"262071",2,27932.05,0,55864.1,55864.1,0,55200,1631,0,0,0,372,"1. JANUARY",230,"11526",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,28037.26,0,,0,"Z001",,27600
"11626",,"01/14/26 00:00:00",,"1288",4,9700,0,38800,38800,0,38800,1632,0,0,0,10005,"1. JANUARY",219,"11626",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,9700,1,,0,"Z001",,9700
"11626",,"01/14/26 00:00:00",,"1471",4,10800,0,43200,43200,0,43200,1633,0,0,0,10005,"1. JANUARY",219,"11626",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,10800,1,,0,"Z001",,10800
"11626",,"01/14/26 00:00:00",,"1287",4,12400,0,49600,49600,0,49600,1634,0,0,0,10005,"1. JANUARY",219,"11626",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,12400,1,,0,"Z001",,12400
"11726",,"01/17/26 00:00:00",,"6234",200,20,0,4000,4000,0,4000,1635,0,0,0,370,"1. JANUARY",216,"11726",0,,,1,0,-1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,0,0,20,0,,0,"Z001",,20
"11826",,"01/21/26 00:00:00",,"221883",2,35328.96,0,70657.92,70657.92,0,70657.92,1636,0,0,0,343,"1. JANUARY",212,,1,,,1,0,-1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,35328.96,0,,0,"Z001",,35328.961
"11826",,"01/21/26 00:00:00",,"6527",1,6598.08,0,6598.08,6598.08,0,6598.08,1637,0,0,0,343,"1. JANUARY",212,,1,,,1,0,1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,6598.08,1,,0,"Z001",,6598.0801
"11826",,"01/21/26 00:00:00",,"6498",1,4802.4,0,4802.4,4802.4,0,4802.4,1638,0,0,0,343,"1. JANUARY",212,,1,,,1,0,-1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,4802.4,0,,0,"Z001",,4802.3999
"11826",,"01/21/26 00:00:00",,"993",1,13613.76,0,13613.76,13613.76,0,13613.76,1639,0,0,0,343,"1. JANUARY",212,,1,,,1,0,1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,13613.76,1,,0,"Z001",,13613.76
"11826",,"01/21/26 00:00:00",,"914",1,22132.8,0,22132.8,22132.8,0,22132.8,1640,0,0,0,343,"1. JANUARY",212,,1,,,1,0,218.25,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,22132.8,218.25,,0,"Z001",,22132.801
"11826",,"01/21/26 00:00:00",,"6620",2,18624.96,0,37249.92,37249.92,0,37249.92,1641,0,0,0,343,"1. JANUARY",212,,1,,,1,0,177.78,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,18624.96,177.78,,0,"Z001",,18624.961
"11826",,"01/21/26 00:00:00",,"6478",4,9544.48,0,38177.92,38177.92,0,38177.92,1642,0,0,0,343,"1. JANUARY",212,,1,,,1,0,1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,9544.48,1,,0,"Z001",,9544.4805
"11826",,"01/21/26 00:00:00",,"6497",1,22047.95,0,22047.95,22047.95,0,22047.95,1643,0,0,0,343,"1. JANUARY",212,,1,,,1,0,-1,0,"ABDUL",1,,0,0,1,0,0,0,"01",0,0,1,0,22047.95,0,,0,"Z001",,22047.949
"11926",,"01/21/26 00:00:00",,"6591",2,2800,0,5600,5600,0,5600,1644,0,0,0,352,"1. JANUARY",212,"11926",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,2800,1,,0,"Z001",,2800
"11926",,"01/21/26 00:00:00",,"251942",20,200,0,4000,4000,0,4000,1645,0,0,0,352,"1. JANUARY",212,"11926",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,200,1,,0,"Z001",,200
"11926",,"01/21/26 00:00:00",,"5762",50,10,0,500,500,0,500,1646,0,0,0,352,"1. JANUARY",212,"11926",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,10,1,,0,"Z001",,10
"11926",,"01/21/26 00:00:00",,"5761",50,10,0,500,500,0,500,1647,0,0,0,352,"1. JANUARY",212,"11926",1,,,1,0,1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,10,1,,0,"Z001",,10
"11926",,"01/21/26 00:00:00",,"1092",50,10,0,500,500,0,500,1652,0,0,0,352,"1. JANUARY",212,"11926",1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,10,0,,0,"Z001",,10
"0101261",,"01/01/26 00:00:00",,"1471",1,10800,0,10800,10800,0,0,1368,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,10800,0,,1,"Z001",,10800
"0101261",,"01/01/26 00:00:00",,"251941",19,325,0,6175,6175,0,0,1369,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,325,0,,1,"Z001",,325
"0101261",,"01/01/26 00:00:00",,"251942",30,226.2068965517241,0,6786.21,6786.21,0,0,1370,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,226.2068965517241,0,,1,"Z001",,226.20689
"0101261",,"01/01/26 00:00:00",,"251989",192,2.6,0,499.2,499.2,0,0,1371,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,2.6,0,,1,"Z001",,2.5999999
"0101261",,"01/01/26 00:00:00",,"1521",10,1250,0,12500,12500,0,0,1372,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,1250,0,,1,"Z001",,1250
"0101261",,"01/01/26 00:00:00",,"1549",21,133,0,2793,2793,0,0,1373,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,133,0,,1,"Z001",,133
"0101261",,"01/01/26 00:00:00",,"1550",24,112,0,2688,2688,0,0,1374,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,112,0,,1,"Z001",,112
"0101261",,"01/01/26 00:00:00",,"251990",56,60,0,3360,3360,0,0,1375,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,60,0,,1,"Z001",,60
"0101261",,"01/01/26 00:00:00",,"1563",2,16000,0,32000,32000,0,0,1376,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,16000,0,,1,"Z001",,16000
"0101261",,"01/01/26 00:00:00",,"251991",30,166.6666666666667,0,5000,5000,0,0,1377,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,166.6666666666667,0,,1,"Z001",,166.66667
"0101261",,"01/01/26 00:00:00",,"251992",4,821.75,0,3287,3287,0,0,1378,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,821.75,0,,1,"Z001",,821.75
"0101261",,"01/01/26 00:00:00",,"251993",2,1596,0,3192,3192,0,0,1379,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,1596,0,,1,"Z001",,1596
"0101261",,"01/01/26 00:00:00",,"251994",3,370.5,0,1111.5,1111.5,0,0,1380,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,370.5,0,,1,"Z001",,370.5
"0101261",,"01/01/26 00:00:00",,"1669",5,3500,0,17500,17500,0,0,1381,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,3500,0,,1,"Z001",,3500
"0101261",,"01/01/26 00:00:00",,"1674",10,2000,0,20000,20000,0,0,1382,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,2000,0,,1,"Z001",,2000
"0101261",,"01/01/26 00:00:00",,"1691",1,225.01,0,225.01,225.01,0,0,1383,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,225.01,0,,1,"Z001",,225.00999
"0101261",,"01/01/26 00:00:00",,"251995",1,1757.5,0,1757.5,1757.5,0,0,1384,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,1757.5,0,,1,"Z001",,1757.5
"0101261",,"01/01/26 00:00:00",,"211863",1,4055.36,0,4055.36,4055.36,0,0,1402,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,4055.36,0,,1,"Z001",,4055.3601
"0101261",,"01/01/26 00:00:00",,"211864",2,5226.03,0,10452.06,10452.06,0,0,1403,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,5226.03,0,,1,"Z001",,5226.0298
"0101261",,"01/01/26 00:00:00",,"221881",1,800,0,800,800,0,0,1404,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,800,0,,1,"Z001",,800
"0101261",,"01/01/26 00:00:00",,"221882",1,900,0,900,900,0,0,1405,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,900,0,,1,"Z001",,900
"0101261",,"01/01/26 00:00:00",,"221885",5,6722.6,0,33613,33613,0,0,1406,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,6722.6,0,,1,"Z001",,6722.6001
"0101261",,"01/01/26 00:00:00",,"231902",7,5521.497142857143,0,38650.48,38650.48,0,0,1407,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,5521.497142857143,0,,1,"Z001",,5521.4971
"0101261",,"01/01/26 00:00:00",,"231903",4947,1.09,0,5392.23,5392.23,0,0,1408,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,1.09,0,,1,"Z001",,1.09
"0101261",,"01/01/26 00:00:00",,"231907",4,8600,0,34400,34400,0,0,1409,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,8600,0,,1,"Z001",,8600
"0101261",,"01/01/26 00:00:00",,"241910",20,10219.95454545455,0,200924.29,200924.29,0,0,1410,0,0,0,9999,"1. January",232,,0,,,1,-34,102.2,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,10219.95454545455,102.2,,1,"Z001",,10219.954
"0101261",,"01/01/26 00:00:00",,"241911",50,657.4,0,32870,32870,0,0,1411,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,657.4,0,,1,"Z001",,657.40002
"0101261",,"01/01/26 00:00:00",,"241912",1992,66.57356608478803,0,132614.54,132614.54,0,0,1412,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,66.57356608478803,0,,1,"Z001",,66.573563
"0101261",,"01/01/26 00:00:00",,"241916",3,175175.83,0,525527.49,525527.49,0,0,1413,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,175175.83,0,,1,"Z001",,175175.83
"0101261",,"01/01/26 00:00:00",,"241918",120,653.5700000000001,0,78428.39999999999,78428.39999999999,0,0,1414,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,653.5700000000001,0,,1,"Z001",,653.57001
"0101261",,"01/01/26 00:00:00",,"241923",18,280,0,5040,5040,0,0,1415,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,280,0,,1,"Z001",,280
"0101261",,"01/01/26 00:00:00",,"241926",1,99979.03,0,99979.03,99979.03,0,0,1416,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,99979.03,0,,1,"Z001",,99979.031
"0101261",,"01/01/26 00:00:00",,"241929",548,7.406779661016949,0,4058.92,4058.92,0,0,1417,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,7.406779661016949,0,,1,"Z001",,7.4067798
"0101261",,"01/01/26 00:00:00",,"241931",25,1802,0,45050,45050,0,0,1418,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,1802,0,,1,"Z001",,1802
"0101261",,"01/01/26 00:00:00",,"5832",58,132.0823244552058,0,7660.77,7660.77,0,0,1437,1,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,132.0823244552058,0,,1,"Z001",,132.08232
"0101261",,"01/01/26 00:00:00",,"5833",2,550.24,0,1100.48,1100.48,0,0,1438,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,550.24,0,,1,"Z001",,550.23999
"0101261",,"01/01/26 00:00:00",,"5956",319,14.29799426934097,0,4561.06,4561.06,0,0,1439,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,14.29799426934097,0,,1,"Z001",,14.297995
"0101261",,"01/01/26 00:00:00",,"5969",71,16.11111111111111,0,1143.89,1143.89,0,0,1440,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,16.11111111111111,0,,1,"Z001",,16.111111
"0101261",,"01/01/26 00:00:00",,"5970",150,75,0,11250,11250,0,0,1441,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,75,0,,1,"Z001",,75
"0101261",,"01/01/26 00:00:00",,"5984",118,30,0,3540,3540,0,0,1442,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,30,0,,1,"Z001",,30
"0101261",,"01/01/26 00:00:00",,"6002",30,25,0,750,750,0,0,1443,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,25,0,,1,"Z001",,25
"0101261",,"01/01/26 00:00:00",,"6025",15,61.75,0,926.25,926.25,0,0,1444,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,61.75,0,,1,"Z001",,61.75
"0101261",,"01/01/26 00:00:00",,"6030",159,80,0,12720,12720,0,0,1445,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,80,0,,1,"Z001",,80
"0101261",,"01/01/26 00:00:00",,"6063",138,41,0,5658,5658,0,0,1446,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,41,0,,1,"Z001",,41
"0101261",,"01/01/26 00:00:00",,"251943",14,1300,0,18200,18200,0,0,1447,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,1300,0,,1,"Z001",,1300
"0101261",,"01/01/26 00:00:00",,"6098",58,27.55176470588235,0,1598,1598,0,0,1448,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,27.55176470588235,0,,1,"Z001",,27.551765
"0101261",,"01/01/26 00:00:00",,"6099",58,85,0,4930,4930,0,0,1449,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,85,0,,1,"Z001",,85
"0101261",,"01/01/26 00:00:00",,"6100",518,5,0,2590,2590,0,0,1450,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,5,0,,1,"Z001",,5
"0101261",,"01/01/26 00:00:00",,"6107",2,5500,0,11000,11000,0,0,1451,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,5500,0,,1,"Z001",,5500
"0101261",,"01/01/26 00:00:00",,"6116",10,550,0,5500,5500,0,0,1452,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,550,0,,1,"Z001",,550
"0101261",,"01/01/26 00:00:00",,"6118",12,275,0,3300,3300,0,0,1453,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,275,0,,1,"Z001",,275
"0101261",,"01/01/26 00:00:00",,"6127",76,130,0,9880,9880,0,0,1454,0,0,0,9999,"1. January",232,,0,,,1,0,-1,0,"SAID",0,,0,1,0,0,0,0,"01",0,0,0,0,130,0,,1,"Z001",,130
