ItemCode,ItemDesc,Units,GroupCode,Amount,StockQnty,ReOrderLevel,Pick,OrderQnty,VAT,Gross,SUnits,Factor,ItemID,ParentKey,SysBal,SysPrice2,Balance2,SysBal2,StockQntyB,StockQnty1,StockQnty2,StockQnty3,StockQnty1B,StockQnty2B,StockQnty3B,BBF01,BBFLse01,SellingPrice01,SellingPriceLoose01,OPPrice01,OPPriceLse01,Profit01,ProfitLse01,BBF02,BBFLse02,SellingPrice02,SellingPriceLoose02,OPPrice02,OPPriceLse02,Profit02,ProfitLse02,BBF03,BBFLse03,SellingPrice03,SellingPriceLoose03,OPPrice03,OPPriceLse03,Profit03,ProfitLse03,LastPrice,ItemSize,Brand,NewCode,SellingPriceMin01,SellingPriceLooseMin01,SellingPriceMin02,SellingPriceLooseMin02,SellingPriceMin03,SellingPriceLooseMin03,BBF04,BBFLse04,SellingPrice04,SellingPriceLoose04,SellingPriceMin04,SellingPriceLooseMin04,OPPrice04,OPPriceLse04,Profit04,ProfitLse04,BBF05,BBFLse05,SellingPrice05,SellingPriceLoose05,SellingPriceMin05,SellingPriceLooseMin05,OPPrice05,OPPriceLse05,Profit05,ProfitLse05,BBF06,BBFLse06,SellingPrice06,SellingPriceLoose06,SellingPriceMin06,SellingPriceLooseMin06,OPPrice06,OPPriceLse06,Profit06,ProfitLse06,BBF07,BBFLse07,SellingPrice07,SellingPriceLoose07,SellingPriceMin07,SellingPriceLooseMin07,OPPrice07,OPPriceLse07,Profit07,ProfitLse07,BBF08,BBFLse08,SellingPrice08,SellingPriceLoose08,SellingPriceMin08,SellingPriceLooseMin08,OPPrice08,OPPriceLse08,Profit08,ProfitLse08,BBF09,BBFLse09,SellingPrice09,SellingPriceLoose09,SellingPriceMin09,SellingPriceLooseMin09,OPPrice09,OPPriceLse09,Profit09,ProfitLse09,BBF10,BBFLse10,SellingPrice10,SellingPriceLoose10,SellingPriceMin10,SellingPriceLooseMin10,OPPrice10,OPPriceLse10,Profit10,ProfitLse10,PromoQty,PromoDisc,PromoQty2,PromoItem,Location,OPPrice,Alias,PrintDesc,ItemDesc2,Zones,HSCode
"1358","BRUSH 4 GT",,"040",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"BRUSH 4 GT","BRUSH 4 GT",,"#Z001;Zone1|",
"1359","BRUSH 5 GT",,"040",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"BRUSH 5 GT","BRUSH 5 GT",,"#Z001;Zone1|",
"1360","BRUSH 6 GT",,"040",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"BRUSH 6 GT","BRUSH 6 GT",,"#Z001;Zone1|",
"1361","GRINDING DISKS 7",,"018",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"GRINDING DISKS 7","GRINDING DISKS 7",,"#Z001;Zone1|",
"1362","CUTTING DISKS 4-1/2",,"018",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"CUTTING DISKS 4-1/2","CUTTING DISKS 4-1/2",,"#Z001;Zone1|",
"1363","CUTTING DISKS 7",,"018",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"CUTTING DISKS 7","CUTTING DISKS 7",,"#Z001;Zone1|",
"1364","63A KATKO CHANGEOVER",,"011",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"63A KATKO CHANGEOVER","63A KATKO CHANGEOVER",,"#Z001;Zone1|",
"1365","PPR PIPE 40MM 4MTS PN16",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PPR PIPE 40MM 4MTS PN16","PPR PIPE 40MM 4MTS PN16",,"#Z001;Zone1|",
"1366","GATE VALVE 1/2 PEG",,"044",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"GATE VALVE 1/2 PEG","GATE VALVE 1/2 PEG",,"#Z001;Zone1|",
"1367","TRI CIRCLE 501",,"018",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"TRI CIRCLE 501","TRI CIRCLE 501",,"#Z001;Zone1|",
"1368","LIGHTENING ARRESTOR 2FT COMP",,"018",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"LIGHTENING ARRESTOR 2FT COMP","LIGHTENING ARRESTOR 2FT COMP",,"#Z001;Zone1|",
"1369","TRI CIRCLE 263",,"018",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"TRI CIRCLE 263","TRI CIRCLE 263",,"#Z001;Zone1|",
"1370","BONDEX 300GMS",,"018",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"BONDEX 300GMS","BONDEX 300GMS",,"#Z001;Zone1|",
"1371","PPR F/ADAPTOR 1 X 1/2",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PPR F/ADAPTOR 1 X 1/2","PPR F/ADAPTOR 1 X 1/2",,"#Z001;Zone1|",
"1372","PPR F/ADAPTOR 1 X 3/4",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PPR F/ADAPTOR 1 X 3/4","PPR F/ADAPTOR 1 X 3/4",,"#Z001;Zone1|",
"1373","PPR ELBOW 1 1/4",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PPR ELBOW 1 1/4","PPR ELBOW 1 1/4",,"#Z001;Zone1|",
"1374","PPR TEE 1 1/4",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PPR TEE 1 1/4","PPR TEE 1 1/4",,"#Z001;Zone1|",
"1375","PPR TEE 1",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PPR TEE 1","PPR TEE 1",,"#Z001;Zone1|",
"1376","PVC CROSS TEE 4",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PVC CROSS TEE 4","PVC CROSS TEE 4",,"#Z001;Zone1|",
"1377","PVC WASTE PLUG 2",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PVC WASTE PLUG 2","PVC WASTE PLUG 2",,"#Z001;Zone1|",
"1379","BOSS CONNECTOR 4 X 2",,"044",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"BOSS CONNECTOR 4 X 2","BOSS CONNECTOR 4 X 2",,"#Z001;Zone1|",
"1380","BOSS CONNECTOR 4 X 1 1/2",,"044",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"BOSS CONNECTOR 4 X 1 1/2","BOSS CONNECTOR 4 X 1 1/2",,"#Z001;Zone1|",
"1381","IPS TEE 3/4",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"IPS TEE 3/4","IPS TEE 3/4",,"#Z001;Zone1|",
"1382","IPS ELBOW 1/2",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"IPS ELBOW 1/2","IPS ELBOW 1/2",,"#Z001;Zone1|",
"1383","IPS TANK CONNECTOR 1",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"IPS TANK CONNECTOR 1","IPS TANK CONNECTOR 1",,"#Z001;Zone1|",
"1384","IPS SOCKET 1",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"IPS SOCKET 1","IPS SOCKET 1",,"#Z001;Zone1|",
"1385","IPS CUP 3/4",,"044",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"IPS CUP 3/4","IPS CUP 3/4",,"#Z001;Zone1|",
"1386","IPS CUP 1",,"044",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"IPS CUP 1","IPS CUP 1",,"#Z001;Zone1|",
"1387","PPR F/SOCKET 20 X 1/2",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PPR F/SOCKET 20 X 1/2","PPR F/SOCKET 20 X 1/2",,"#Z001;Zone1|",
"1388","PPR F/SOCKET 32 X 1",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PPR F/SOCKET 32 X 1","PPR F/SOCKET 32 X 1",,"#Z001;Zone1|",
"1389","PPR PLUG 20MM",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PPR PLUG 20MM","PPR PLUG 20MM",,"#Z001;Zone1|",
"1390","PPR PLUG 25MM",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PPR PLUG 25MM","PPR PLUG 25MM",,"#Z001;Zone1|",
"1391","PPR PLUG 32MM",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PPR PLUG 32MM","PPR PLUG 32MM",,"#Z001;Zone1|",
"1392","PPR M/ELBOW 25MM X 3/4",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"PPR M/ELBOW 25MM X 3/4","PPR M/ELBOW 25MM X 3/4",,"#Z001;Zone1|",
"1393","GULLY TRAP 4",,"004",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"GULLY TRAP 4","GULLY TRAP 4",,"#Z001;Zone1|",
"1394","GATE VALVE 1",,"044",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"GATE VALVE 1","GATE VALVE 1",,"#Z001;Zone1|",
"1395","OXFORD HINGES 4",,"018",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"OXFORD HINGES 4","OXFORD HINGES 4",,"#Z001;Zone1|",
"1396","RATCHET DIE STOCK",,"018",0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"RATCHET DIE STOCK","RATCHET DIE STOCK",,"#Z001;Zone1|",
"1397","GALV WIRE 16G",,"018",0,0,0,0,0,0,0,"KG",25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Z001",,"GALV WIRE 16G","GALV WIRE 16G",,"#Z001;Zone1|",
