ItemCode,OPBalWhole,OPBalLse,QntyInWhole,QntyInLse,QntyOutWhole,QntyOutLse,ClBalWhole,ClBalLse,ClVal
"6063",31,0,0,0,8,0,23,0,451.9999141693115
