TransRefNo,Item,TDate,QntyIn,QntyOut,GRN,RevGRN,MINTrans,RevMIN,Disposal,Lse,Price,GRNBal,AvgPrice,StCn,Transfer,ActPrice,Company,SortOrder,Official,Profit,BinLoc,Production
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","1010","01/01/26 00:00:00",0,2,1,0,0,0,0,1,0,0,0,0,0,0,"01",1353,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","241910","01/01/26 00:00:00",0,34,1,0,0,0,0,1,0,0,17.03,0,0,0,"01",1410,0,0,"Z001",0
"0101261","993","01/01/26 00:00:00",0,50,1,0,0,0,0,1,0,0,0,0,0,0,"01",1556,0,0,"Z001",0
"0101261","6479","01/01/26 00:00:00",0,13,1,0,0,0,0,1,0,0,0,0,0,0,"01",1503,0,0,"Z001",0
"0101261","6619","01/01/26 00:00:00",0,22,1,0,0,0,0,1,0,0,0,0,0,0,"01",1528,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
"0101261","6190","01/01/26 00:00:00",0,15,1,0,0,0,0,0,0,0,0,0,0,0,"01",1462,0,0,"Z001",0
"0101261","252029","01/01/26 00:00:00",0,1,1,0,0,0,0,0,0,0,25,0,0,0,"01",1434,0,0,"Z001",0
