TransRefNo,Item,TDate,QntyIn,QntyOut,GRN,RevGRN,MINTrans,RevMIN,Disposal,Lse,Price,GRNBal,AvgPrice,StCn,Transfer,ActPrice,Company,SortOrder,Official,Profit,BinLoc,Production
"41326","771","08/14/26 00:00:00",0,1,0,0,1,0,0,0,35000,0,35000,0,0,35000,"01",,1,0,"Z001",0
"40926","6291","08/05/26 00:00:00",0,1,0,0,1,0,0,0,1300,0,850,0,0,1300,"01",,1,450,"Z001",0
"40926","6338","08/05/26 00:00:00",0,2,0,0,1,0,0,0,150,0,100,0,0,150,"01",,1,100,"Z001",0
"40926","6619","08/05/26 00:00:00",0,3,0,0,1,0,0,1,200,0,125.94,0,0,200,"01",,1,222.18,"Z001",0
"41426","6616","07/21/26 00:00:00",0,1,0,0,1,0,0,0,250,0,132.0967741935484,0,0,250,"01",,1,117.9032258064516,"Z001",0
"28626","6567","07/08/26 00:00:00",1,0,1,0,0,0,0,0,1840,1,1840,0,0,0,"01",2166,1,0,"Z001",0
"28626","262270","07/08/26 00:00:00",1,0,1,0,0,0,0,0,3200,1,3200,0,0,0,"01",2167,1,0,"Z001",0
"28626","5816","07/08/26 00:00:00",1,0,1,0,0,0,0,0,4800,1,4800,0,0,0,"01",2168,1,0,"Z001",0
"28626","6556","07/08/26 00:00:00",2,0,1,0,0,0,0,0,11865.32,2,11865.32,0,0,0,"01",2169,1,0,"Z001",0
"28626","5812","07/08/26 00:00:00",1,0,1,0,0,0,0,0,7925.06,1,7925.06,0,0,0,"01",2170,1,0,"Z001",0
"28626","5811","07/08/26 00:00:00",2,0,1,0,0,0,0,0,6205.38,2,6205.38,0,0,0,"01",2171,1,0,"Z001",0
"40726","251963","08/12/26 00:00:00",0,1,0,0,1,0,0,0,7200,0,4900,0,0,7200,"01",,1,2300,"Z001",0
"38926","262298","07/31/26 00:00:00",0,3,0,0,1,0,0,0,1500,0,1000,0,0,1500,"01",,1,1500,"Z001",0
"38926","262187","07/31/26 00:00:00",0,1,0,0,1,0,0,0,1000,0,580,0,0,1000,"01",,1,420,"Z001",0
"38926","1471","07/31/26 00:00:00",0,1,0,0,1,0,0,0,12000,0,10800,0,0,12000,"01",,1,1200,"Z001",0
"38926","6591","07/31/26 00:00:00",0,6,0,0,1,0,0,0,5000,0,3698.342661968713,0,0,5000,"01",,1,7809.944028187722,"Z001",0
"38926","262122","07/31/26 00:00:00",0,1,0,0,1,0,0,0,4500,0,3000,0,0,4500,"01",,1,1500,"Z001",0
"38926","859","07/31/26 00:00:00",0,1,0,0,1,0,0,0,3400,0,1864,0,0,3400,"01",,1,1536,"Z001",0
"38926","262209","07/31/26 00:00:00",0,4,0,0,1,0,0,0,25,0,3.33,0,0,25,"01",,1,86.68000000000001,"Z001",0
"38926","262296","07/31/26 00:00:00",0,1,0,0,1,0,0,0,3000,0,2500,0,0,3000,"01",,1,500,"Z001",0
"38926","1556","07/31/26 00:00:00",0,1,0,0,1,0,0,0,3460,0,2500,0,0,3460,"01",,1,960,"Z001",0
"38926","6505","07/31/26 00:00:00",0,1,0,0,1,0,0,0,100,0,70.16778669724771,0,0,100,"01",,1,29.83221330275229,"Z001",0
"38926","1037","07/31/26 00:00:00",0,1,0,0,1,0,0,0,10,0,182.5,0,0,10,"01",,1,-172.5,"Z001",0
"38926","251941","07/31/26 00:00:00",0,1,0,0,1,0,0,0,10,0,290,0,0,10,"01",,1,-280,"Z001",0
"38926","252025","07/31/26 00:00:00",0,1,0,0,1,0,0,0,20,0,800,0,0,20,"01",,1,-780,"Z001",0
"31926","262299","08/05/26 00:00:00",3,0,1,0,0,0,0,0,3000,3,3000,0,0,0,"01",2226,1,0,"Z001",0
"32026","262300","08/05/26 00:00:00",5,0,1,0,0,0,0,0,220,5,220,0,0,0,"01",2227,1,0,"Z001",0
"32126","262301","08/06/26 00:00:00",2,0,1,0,0,0,0,0,12350,2,12350,0,0,0,"01",2228,1,0,"Z001",0
"32126","252049","08/06/26 00:00:00",10,0,1,0,0,0,0,0,14040,10,13815.14423076923,0,0,0,"01",2229,1,0,"Z001",0
"32126","262113","08/06/26 00:00:00",2,0,1,0,0,0,0,0,32000,2,32000,0,0,0,"01",2230,1,0,"Z001",0
"32226","262302","08/06/26 00:00:00",1,0,1,0,0,0,0,0,6500,1,6500,0,0,0,"01",2231,1,0,"Z001",0
"32326","262290","08/01/26 00:00:00",20,0,1,0,0,0,0,0,10312.5,20,10312.5,0,0,0,"01",2232,1,0,"Z001",0
"32526","973","08/04/26 00:00:00",30,0,1,0,0,0,0,0,750,30,750,0,0,0,"01",2238,1,0,"Z001",0
"39026","6511","08/01/26 00:00:00",0,1,0,0,1,0,0,0,3300,0,3161.871875,0,0,3300,"01",,1,138.1281250000002,"Z001",0
"39026","231902","08/01/26 00:00:00",0,1,0,0,1,0,0,0,7500,0,5072.275555555555,0,0,7500,"01",,1,2427.724444444445,"Z001",0
"39026","1034","08/01/26 00:00:00",0,3,0,0,1,0,0,0,280,0,200,0,0,280,"01",,1,240,"Z001",0
"39026","6390","08/01/26 00:00:00",0,1,0,0,1,0,0,0,800,0,500,0,0,800,"01",,1,300,"Z001",0
"39026","6346","08/01/26 00:00:00",0,1,0,0,1,0,0,0,500,0,428.1578947368421,0,0,500,"01",,1,71.84210526315792,"Z001",0
"39026","221885","08/01/26 00:00:00",0,1,0,0,1,0,0,0,8500,0,6774.2,0,0,8500,"01",,1,1725.8,"Z001",0
"39026","241923","08/01/26 00:00:00",0,6,0,0,1,0,0,0,409,0,280,0,0,409,"01",,1,774,"Z001",0
"39026","6505","08/01/26 00:00:00",0,5,0,0,1,0,0,0,100,0,70.16778669724771,0,0,100,"01",,1,149.1610665137615,"Z001",0
"32426","201761","08/04/26 00:00:00",10,0,1,0,0,0,0,0,250,10,273.0769230769231,0,0,0,"01",2233,1,0,"Z001",0
"32426","262303","08/04/26 00:00:00",10,0,1,0,0,0,0,0,450,10,450,0,0,0,"01",2234,1,0,"Z001",0
"32426","6063","08/04/26 00:00:00",200,0,1,0,0,0,0,0,15.5,200,24.58847091605712,0,0,0,"01",2236,1,0,"Z001",0
"32426","252029","08/04/26 00:00:00",40,0,1,0,0,0,0,0,25,40,25,0,0,0,"01",2237,1,0,"Z001",0
"34426","6063","08/20/26 00:00:00",30,0,1,0,0,0,0,0,35,30,25.56455176767677,0,0,0,"01",2280,1,0,"Z001",0
"32726","6099","08/07/26 00:00:00",50,0,1,0,0,0,0,0,90,50,87.97619047619048,0,0,0,"01",2244,1,0,"Z001",0
"32726","252043","08/07/26 00:00:00",20,0,1,0,0,0,0,0,115,20,111.7058823529412,0,0,0,"01",2245,1,0,"Z001",0
"32826","262144","08/05/26 00:00:00",2,0,1,0,0,0,0,0,36000,2,36960,0,0,0,"01",2246,1,0,"Z001",0
"32826","923","08/05/26 00:00:00",2,0,1,0,0,0,0,0,90000,2,90000,0,0,0,"01",2247,1,0,"Z001",0
"32826","262306","08/05/26 00:00:00",3,0,1,0,0,0,0,0,195000,3,195000,0,0,0,"01",2248,1,0,"Z001",0
"32926","262307","08/05/26 00:00:00",1,0,1,0,0,0,0,0,260000,1,260000,0,0,0,"01",2249,1,0,"Z001",0
"33026","1425","08/04/26 00:00:00",198,0,1,0,0,0,0,0,80,198,80,0,0,0,"01",2250,1,0,"Z001",0
"33026","262089","08/04/26 00:00:00",191,0,1,0,0,0,0,0,80,191,82.33142037302726,0,0,0,"01",2251,1,0,"Z001",0
"33126","262308","08/07/26 00:00:00",1,0,1,0,0,0,0,0,3500,1,3500,0,0,0,"01",2252,1,0,"Z001",0
"33226","262218","08/07/26 00:00:00",1,0,1,0,0,0,0,0,29500,1,29250,0,0,0,"01",2253,1,0,"Z001",0
"33326","5839","08/07/26 00:00:00",2,0,1,0,0,0,0,0,5200,2,5200,0,0,0,"01",2254,1,0,"Z001",0
"33326","1094","08/07/26 00:00:00",2,0,1,0,0,0,0,0,4200,2,4633.333333333333,0,0,0,"01",2255,1,0,"Z001",0
"33326","1095","08/07/26 00:00:00",2,0,1,0,0,0,0,0,4200,2,4200,0,0,0,"01",2256,1,0,"Z001",0
"38526","1471","08/05/26 00:00:00",0,1,0,0,1,0,0,0,12500,0,10800,0,0,12500,"01",,1,1700,"Z001",0
"39126","262101","08/03/26 00:00:00",0,1,0,0,1,0,0,0,350,0,180,0,0,350,"01",,1,170,"Z001",0
"39126","262216","08/03/26 00:00:00",0,1,0,0,1,0,0,0,400,0,297.5,0,0,400,"01",,1,102.5,"Z001",0
"39126","262268","08/03/26 00:00:00",0,1,0,0,1,0,0,0,300,0,180,0,0,300,"01",,1,120,"Z001",0
"39126","262188","08/03/26 00:00:00",0,1,0,0,1,0,0,0,100,0,50,0,0,100,"01",,1,50,"Z001",0
"39126","6572","08/03/26 00:00:00",0,1,0,0,1,0,0,0,3000,0,1800,0,0,3000,"01",,1,1200,"Z001",0
"39126","5797","08/03/26 00:00:00",0,1,0,0,1,0,0,0,2600,0,1379.9,0,0,2600,"01",,1,1220.1,"Z001",0
"39026","252022","08/01/26 00:00:00",0,1,0,0,1,0,0,0,3600,0,2800,0,0,3600,"01",,1,800,"Z001",0
"39026","6317","08/01/26 00:00:00",0,1,0,0,1,0,0,0,7000,0,4062.857142857143,0,0,7000,"01",,1,2937.142857142857,"Z001",0
"39026","1716","08/01/26 00:00:00",0,1,0,0,1,0,0,0,2800,0,2832.99,0,0,2800,"01",,1,-32.98999999999978,"Z001",0
"39026","252026","08/01/26 00:00:00",0,1,0,0,1,0,0,0,1000,0,900,0,0,1000,"01",,1,100,"Z001",0
"39026","262069","08/01/26 00:00:00",0,1,0,0,1,0,0,0,36300,0,25312.85114285714,0,0,36300,"01",,1,10987.14885714286,"Z001",0
"39026","5817","08/01/26 00:00:00",0,2,0,0,1,0,0,0,11500,0,8462.255533185256,0,0,11500,"01",,1,6075.488933629487,"Z001",0
"39026","973","08/01/26 00:00:00",0,1,0,0,1,0,0,0,1500,0,750,0,0,1500,"01",,1,750,"Z001",0
"39026","251936","08/01/26 00:00:00",0,2,0,0,1,0,0,0,1800,0,856,0,0,1800,"01",,1,1888,"Z001",0
"39026","262089","08/01/26 00:00:00",0,4,0,0,1,0,0,0,250,0,116.5853658536585,0,0,250,"01",,1,533.6585365853659,"Z001",0
"39026","1425","08/01/26 00:00:00",0,2,0,0,1,0,0,0,250,0,80,0,0,250,"01",,1,340,"Z001",0
"39026","252052","08/01/26 00:00:00",0,1,0,0,1,0,0,0,1000,0,653.5700000000001,0,0,1000,"01",,1,346.4299999999999,"Z001",0
"39026","241912","08/01/26 00:00:00",0,2,0,0,1,0,0,0,300,0,66.57356608478803,0,0,300,"01",,1,466.852867830424,"Z001",0
"39026","262304","08/01/26 00:00:00",0,1,0,0,1,0,0,0,1050,0,0,0,0,1050,"01",,1,1050,"Z001",0
"39026","914","08/01/26 00:00:00",0,45,0,0,1,0,0,1,350,0,218.25,0,0,350,"01",,1,5928.75,"Z001",0
"39126","973","08/03/26 00:00:00",0,1,0,0,1,0,0,0,1200,0,750,0,0,1200,"01",,1,450,"Z001",0
"39126","241912","08/03/26 00:00:00",0,2,0,0,1,0,0,0,200,0,66.57356608478803,0,0,200,"01",,1,266.852867830424,"Z001",0
"39126","252045","08/03/26 00:00:00",0,2,0,0,1,0,0,0,100,0,39.17464114832536,0,0,100,"01",,1,121.6507177033493,"Z001",0
"39126","262128","08/03/26 00:00:00",0,3,0,0,1,0,0,0,216.6665954589844,0,93.09613969035891,0,0,216.6665954589844,"01",,1,370.7113673058764,"Z001",0
"39126","6511","08/03/26 00:00:00",0,1,0,0,1,0,0,0,3650,0,3161.871875,0,0,3650,"01",,1,488.1281250000002,"Z001",0
"39126","5984","08/03/26 00:00:00",0,1,0,0,1,0,0,0,100,0,30,0,0,100,"01",,1,70,"Z001",0
"39126","5692","08/03/26 00:00:00",0,1,0,0,1,0,0,0,3500,0,2859.722222222222,0,0,3500,"01",,1,640.2777777777778,"Z001",0
"39126","974","08/03/26 00:00:00",0,1,0,0,1,0,0,0,2500,0,1300,0,0,2500,"01",,1,1200,"Z001",0
"39126","1011","08/03/26 00:00:00",0,1,0,0,1,0,0,0,500,0,260,0,0,500,"01",,1,240,"Z001",0
"39126","6296","08/03/26 00:00:00",0,1,0,0,1,0,0,0,150,0,76,0,0,150,"01",,1,74,"Z001",0
"39126","6063","08/03/26 00:00:00",0,1,0,0,1,0,0,0,50,0,43.32758620689656,0,0,50,"01",,1,6.672413793103445,"Z001",0
"39126","1037","08/03/26 00:00:00",0,1,0,0,1,0,0,0,300,0,182.5,0,0,300,"01",,1,117.5,"Z001",0
"39126","252015","08/03/26 00:00:00",0,1,0,0,1,0,0,0,450,0,345.01,0,0,450,"01",,1,104.99,"Z001",0
"39126","6505","08/03/26 00:00:00",0,2,0,0,1,0,0,0,100,0,70.16778669724771,0,0,100,"01",,1,59.66442660550459,"Z001",0
"39126","251941","08/03/26 00:00:00",0,1,0,0,1,0,0,0,450,0,290,0,0,450,"01",,1,160,"Z001",0
"39126","262113","08/03/26 00:00:00",0,1,0,0,1,0,0,0,44000,0,30200,0,0,44000,"01",,1,13800,"Z001",0
"39126","262237","08/03/26 00:00:00",0,7,0,0,1,0,0,1,110,0,0,0,0,110,"01",,1,770,"Z001",0
"39126","6475","08/03/26 00:00:00",0,7,0,0,1,0,0,1,110,0,75.70999999999999,0,0,110,"01",,1,240.03,"Z001",0
"39026","241910","08/01/26 00:00:00",0,10,0,0,1,0,0,1,250,0,17.03,0,0,250,"01",,1,2329.7,"Z001",0
"39226","6365","08/04/26 00:00:00",0,1,0,0,1,0,0,0,100,0,1.267765437872512,0,0,100,"01",,1,98.73223456212749,"Z001",0
"39226","251946","08/04/26 00:00:00",0,1,0,0,1,0,0,0,1000,0,824.5813333333333,0,0,1000,"01",,1,175.4186666666667,"Z001",0
"39226","262209","08/04/26 00:00:00",0,4,0,0,1,0,0,0,25,0,3.33,0,0,25,"01",,1,86.68000000000001,"Z001",0
"39226","6608","08/04/26 00:00:00",0,1,0,0,1,0,0,0,1250,0,737.1900000000001,0,0,1250,"01",,1,512.8099999999999,"Z001",0
"39226","1032","08/04/26 00:00:00",0,2,0,0,1,0,0,0,450,0,382.2222222222222,0,0,450,"01",,1,135.5555555555555,"Z001",0
"39226","252049","08/04/26 00:00:00",0,1,0,0,1,0,0,0,24100,0,13065.625,0,0,24100,"01",,1,11034.375,"Z001",0
"39226","5817","08/04/26 00:00:00",0,2,0,0,1,0,0,0,12000,0,8462.255533185256,0,0,12000,"01",,1,7075.488933629487,"Z001",0
"39226","252020","08/04/26 00:00:00",0,35,0,0,1,0,0,0,300,0,183.6852380952381,0,0,300,"01",,1,4071.016666666666,"Z001",0
"39226","973","08/04/26 00:00:00",0,1,0,0,1,0,0,0,1500,0,750,0,0,1500,"01",,1,750,"Z001",0
"39226","241912","08/04/26 00:00:00",0,2,0,0,1,0,0,0,350,0,66.57356608478803,0,0,350,"01",,1,566.852867830424,"Z001",0
"39226","6173","08/04/26 00:00:00",0,2,0,0,1,0,0,0,100,0,62.91683406990759,0,0,100,"01",,1,74.16633186018481,"Z001",0
"39226","251936","08/04/26 00:00:00",0,1,0,0,1,0,0,0,1300,0,856,0,0,1300,"01",,1,444,"Z001",0
"39226","262089","08/04/26 00:00:00",0,4,0,0,1,0,0,0,200,0,82.33142037302726,0,0,200,"01",,1,470.674318507891,"Z001",0
"39226","1425","08/04/26 00:00:00",0,2,0,0,1,0,0,0,200,0,80,0,0,200,"01",,1,240,"Z001",0
"39226","5692","08/04/26 00:00:00",0,2,0,0,1,0,0,0,3300,0,2859.722222222222,0,0,3300,"01",,1,880.5555555555557,"Z001",0
"39226","262199","08/04/26 00:00:00",0,1,0,0,1,0,0,0,100,0,45,0,0,100,"01",,1,55,"Z001",0
"39226","1084","08/04/26 00:00:00",0,5,0,0,1,0,0,1,90,0,49.31000000000001,0,0,90,"01",,1,203.45,"Z001",0
"39326","262101","08/05/26 00:00:00",0,1,0,0,1,0,0,0,400,0,180,0,0,400,"01",,1,220,"Z001",0
"39326","6602","08/05/26 00:00:00",0,1,0,0,1,0,0,0,100,0,67.8841267243395,0,0,100,"01",,1,32.1158732756605,"Z001",0
"39326","6229","08/05/26 00:00:00",0,1,0,0,1,0,0,0,1000,0,697.6470588235294,0,0,1000,"01",,1,302.3529411764706,"Z001",0
"39326","262216","08/05/26 00:00:00",0,1,0,0,1,0,0,0,400,0,297.5,0,0,400,"01",,1,102.5,"Z001",0
"39326","252065","08/05/26 00:00:00",0,1,0,0,1,0,0,0,10,0,6,0,0,10,"01",,1,4,"Z001",0
"39326","251965","08/05/26 00:00:00",0,1,0,0,1,0,0,0,1500,0,1013.72,0,0,1500,"01",,1,486.28,"Z001",0
"39326","6505","08/05/26 00:00:00",0,3,0,0,1,0,0,0,100,0,70.16778669724771,0,0,100,"01",,1,89.49663990825688,"Z001",0
"39326","262153","08/05/26 00:00:00",0,1,0,0,1,0,0,0,2300,0,1500,0,0,2300,"01",,1,800,"Z001",0
"39326","6365","08/05/26 00:00:00",0,1,0,0,1,0,0,0,100,0,1.267765437872512,0,0,100,"01",,1,98.73223456212749,"Z001",0
"39326","6334","08/05/26 00:00:00",0,1,0,0,1,0,0,0,350,0,279.3376232854787,0,0,350,"01",,1,70.66237671452126,"Z001",0
"39326","6098","08/05/26 00:00:00",0,1,0,0,1,0,0,0,50,0,32.84396654074474,0,0,50,"01",,1,17.15603345925526,"Z001",0
"39326","6492","08/05/26 00:00:00",0,10,0,0,1,0,0,1,140,0,0,0,0,140,"01",,1,1400,"Z001",0
"39426","262299","08/06/26 00:00:00",0,3,0,0,1,0,0,0,3500,0,3000,0,0,3500,"01",,1,1500,"Z001",0
"39426","262089","08/06/26 00:00:00",0,4,0,0,1,0,0,0,200,0,82.33142037302726,0,0,200,"01",,1,470.674318507891,"Z001",0
"39426","1425","08/06/26 00:00:00",0,10,0,0,1,0,0,0,200,0,80,0,0,200,"01",,1,1200,"Z001",0
"39426","241912","08/06/26 00:00:00",0,2,0,0,1,0,0,0,300,0,66.57356608478803,0,0,300,"01",,1,466.852867830424,"Z001",0
"39426","251938","08/06/26 00:00:00",0,1,0,0,1,0,0,0,3500,0,1505.667741935484,0,0,3500,"01",,1,1994.332258064516,"Z001",0
"39426","251944","08/06/26 00:00:00",0,1,0,0,1,0,0,0,2500,0,1416.666666666667,0,0,2500,"01",,1,1083.333333333333,"Z001",0
"39426","252052","08/06/26 00:00:00",0,1,0,0,1,0,0,0,2000,0,653.5700000000001,0,0,2000,"01",,1,1346.43,"Z001",0
"39426","1674","08/06/26 00:00:00",0,1,0,0,1,0,0,0,3800,0,2025,0,0,3800,"01",,1,1775,"Z001",0
"39426","5832","08/06/26 00:00:00",0,2,0,0,1,0,0,0,300,0,132.0823244552058,0,0,300,"01",,1,335.8353510895884,"Z001",0
"39426","6346","08/06/26 00:00:00",0,1,0,0,1,0,0,0,1000,0,428.1578947368421,0,0,1000,"01",,1,571.8421052631579,"Z001",0
"39426","251957","08/06/26 00:00:00",0,1,0,0,1,0,0,0,2500,0,1185.368,0,0,2500,"01",,1,1314.632,"Z001",0
"39426","5817","08/06/26 00:00:00",0,6,0,0,1,0,0,0,11800,0,8462.255533185256,0,0,11800,"01",,1,20026.46680088846,"Z001",0
"39426","262278","08/06/26 00:00:00",0,1,0,0,1,0,0,0,40000,0,28197.994,0,0,40000,"01",,1,11802.006,"Z001",0
"39426","262300","08/06/26 00:00:00",0,2,0,0,1,0,0,0,350,0,220,0,0,350,"01",,1,260,"Z001",0
"39426","241910","08/06/26 00:00:00",0,50,0,0,1,0,0,1,200,0,17.03,0,0,200,"01",,1,9148.5,"Z001",0
"39426","262129","08/06/26 00:00:00",0,9,0,0,1,0,0,1,300,0,0,0,0,300,"01",,1,2700,"Z001",0
"38426","262296","07/31/26 00:00:00",0,1,0,0,1,0,0,0,3000,0,2500,0,0,3000,"01",,1,500,"Z001",0
"40726","241912","08/12/26 00:00:00",0,2,0,0,1,0,0,0,250,0,66.57356608478803,0,0,250,"01",,1,366.852867830424,"Z001",0
"40726","262158","08/12/26 00:00:00",0,1,0,0,1,0,0,0,600,0,330,0,0,600,"01",,1,270,"Z001",0
"40726","251941","08/12/26 00:00:00",0,2,0,0,1,0,0,0,425,0,263.9130434782609,0,0,425,"01",,1,322.1739130434783,"Z001",0
"40726","251948","08/12/26 00:00:00",0,1,0,0,1,0,0,0,33000,0,22559.54,0,0,33000,"01",,1,10440.46,"Z001",0
"33526","262234","08/08/26 00:00:00",1,0,1,0,0,0,0,0,20000,1,20000,0,0,0,"01",2259,1,0,"Z001",0
"40326","6030","08/08/26 00:00:00",0,1,0,0,1,0,0,0,70,0,88.2442748091603,0,0,70,"01",,1,-18.2442748091603,"Z001",0
"40326","5970","08/08/26 00:00:00",0,1,0,0,1,0,0,0,130,0,87.1124031007752,0,0,130,"01",,1,42.8875968992248,"Z001",0
"40326","6275","08/08/26 00:00:00",0,1,0,0,1,0,0,0,1500,0,1026.6,0,0,1500,"01",,1,473.4000000000001,"Z001",0
"40326","6338","08/08/26 00:00:00",0,1,0,0,1,0,0,0,150,0,100,0,0,150,"01",,1,50,"Z001",0
"40326","262234","08/08/26 00:00:00",0,1,0,0,1,0,0,0,22000,0,20000,0,0,22000,"01",,1,2000,"Z001",0
"40326","5692","08/08/26 00:00:00",0,1,0,0,1,0,0,0,3500,0,2859.722222222222,0,0,3500,"01",,1,640.2777777777778,"Z001",0
"40326","6616","08/08/26 00:00:00",0,3,0,0,1,0,0,0,200,0,132.0967741935484,0,0,200,"01",,1,203.7096774193548,"Z001",0
"40326","262128","08/08/26 00:00:00",0,2,0,0,1,0,0,0,225,0,93.09613969035891,0,0,225,"01",,1,263.8077206192822,"Z001",0
"40326","6173","08/08/26 00:00:00",0,2,0,0,1,0,0,0,100,0,62.91683406990759,0,0,100,"01",,1,74.16633186018481,"Z001",0
"40326","6063","08/08/26 00:00:00",0,1,0,0,1,0,0,0,50,0,24.58847091605712,0,0,50,"01",,1,25.41152908394288,"Z001",0
"40326","201725","08/08/26 00:00:00",0,1,0,0,1,0,0,0,10000,0,8225,0,0,10000,"01",,1,1775,"Z001",0
"40326","932","08/08/26 00:00:00",0,1,0,0,1,0,0,0,4500,0,2200,0,0,4500,"01",,1,2300,"Z001",0
"40326","6316","08/08/26 00:00:00",0,1,0,0,1,0,0,0,2500,0,1233.333333333333,0,0,2500,"01",,1,1266.666666666667,"Z001",0
"40326","262140","08/08/26 00:00:00",0,2,0,0,1,0,0,0,100,0,22.5,0,0,100,"01",,1,155,"Z001",0
"40326","241912","08/08/26 00:00:00",0,1,0,0,1,0,0,0,300,0,66.57356608478803,0,0,300,"01",,1,233.426433915212,"Z001",0
"40326","6365","08/08/26 00:00:00",0,1,0,0,1,0,0,0,100,0,1.267765437872512,0,0,100,"01",,1,98.73223456212749,"Z001",0
"40326","6481","08/08/26 00:00:00",0,15,0,0,1,0,0,1,194,0,147.96,0,0,194,"01",,1,690.5999999999999,"Z001",0
"40326","6364","08/08/26 00:00:00",0,6,0,0,1,0,0,1,10,0,0,0,0,10,"01",,1,60,"Z001",0
"40326","6483","08/08/26 00:00:00",0,2,0,0,1,0,0,1,500,0,313.5,0,0,500,"01",,1,373,"Z001",0
"40426","6335","08/13/26 00:00:00",0,1,0,0,1,0,0,0,280,0,230,0,0,280,"01",,1,50,"Z001",0
"40426","262216","08/13/26 00:00:00",0,2,0,0,1,0,0,0,350,0,297.5,0,0,350,"01",,1,105,"Z001",0
"40426","6466","08/13/26 00:00:00",0,1,0,0,1,0,0,0,350,0,250,0,0,350,"01",,1,100,"Z001",0
"40426","6587","08/13/26 00:00:00",0,2,0,0,1,0,0,0,200,0,135,0,0,200,"01",,1,130,"Z001",0
"40426","6334","08/13/26 00:00:00",0,1,0,0,1,0,0,0,350,0,279.3376232854787,0,0,350,"01",,1,70.66237671452126,"Z001",0
"40426","6602","08/13/26 00:00:00",0,1,0,0,1,0,0,0,100,0,67.8841267243395,0,0,100,"01",,1,32.1158732756605,"Z001",0
"40426","6584","08/13/26 00:00:00",0,1,0,0,1,0,0,0,120,0,89.71204188481676,0,0,120,"01",,1,30.28795811518324,"Z001",0
"40426","6585","08/13/26 00:00:00",0,2,0,0,1,0,0,0,170,0,128.5928143712575,0,0,170,"01",,1,82.81437125748505,"Z001",0
