TransRefNo,Item,TDate,QntyIn,QntyOut,GRN,RevGRN,MINTrans,RevMIN,Disposal,Lse,Price,GRNBal,AvgPrice,StCn,Transfer,ActPrice,Company,SortOrder,Official,Profit,BinLoc,Production
"7425","251942","12/31/25 00:00:00",0,4,0,0,1,0,0,0,300,0,226.2068965517241,0,0,300,"01",,0,295.1724137931035,"Z001",0
"7425","5969","12/31/25 00:00:00",0,2,0,0,1,0,0,0,30,0,16.11111111111111,0,0,30,"01",,0,27.77777777777778,"Z001",0
"7425","6587","12/31/25 00:00:00",0,2,0,0,1,0,0,0,200,0,135,0,0,200,"01",,0,130,"Z001",0
"7425","6025","12/31/25 00:00:00",0,1,0,0,1,0,0,0,50,0,61.75,0,0,50,"01",,0,-11.75,"Z001",0
"7525","252003","12/03/25 00:00:00",0,1,0,0,1,0,0,0,22000,0,20000,0,0,22000,"01",,0,2000,"Z001",0
"7525","5817","12/03/25 00:00:00",0,2,0,0,1,0,0,0,10000,0,7293.90243902439,0,0,10000,"01",,0,5412.195121951219,"Z001",0
"7525","252020","12/03/25 00:00:00",0,50,0,0,1,0,0,0,250,0,199.83,0,0,250,"01",,0,2508.5,"Z001",0
"7525","973","12/03/25 00:00:00",0,1,0,0,1,0,0,0,1500,0,750,0,0,1500,"01",,0,750,"Z001",0
"2925","241910","11/03/25 00:00:00",0,20,0,0,1,0,0,1,300,0,102.2,0,0,300,"01",,0,3956,"Z001",0
"2925","787","11/03/25 00:00:00",0,20,0,0,1,0,0,1,100,0,45.51,0,0,100,"01",,0,1089.8,"Z001",0
"3025","6481","11/02/25 00:00:00",0,5,0,0,1,0,0,1,200,0,147.96,0,0,200,"01",,0,260.1999999999999,"Z001",0
"3125","787","11/03/25 00:00:00",0,35,0,0,1,0,0,1,80,0,45.51,0,0,80,"01",,0,1207.15,"Z001",0
"6625","6475","12/25/25 00:00:00",0,20,0,0,1,0,0,1,90,0,75.70999999999999,0,0,90,"01",,0,285.8000000000001,"Z001",0
"3825","6481","11/21/25 00:00:00",0,1,0,0,1,0,0,1,200,0,147.96,0,0,200,"01",,0,52.03999999999999,"Z001",0
"3825","787","11/21/25 00:00:00",0,3,0,0,1,0,0,1,80,0,45.51,0,0,80,"01",,0,103.47,"Z001",0
"4325","6620","12/03/25 00:00:00",0,11,0,0,1,0,0,1,250,0,177.78,0,0,250,"01",,0,794.42,"Z001",0
"4325","787","12/03/25 00:00:00",0,9,0,0,1,0,0,1,80,0,45.51,0,0,80,"01",,0,310.41,"Z001",0
"3625","993","11/11/25 00:00:00",0,50,0,0,1,0,0,1,250,0,0,0,0,250,"01",,0,12500,"Z001",0
"3725","6619","11/15/25 00:00:00",0,3,0,0,1,0,0,1,200,0,0,0,0,200,"01",,0,600,"Z001",0
"3725","787","11/15/25 00:00:00",0,2.5,0,0,1,0,0,1,90,0,45.51,0,0,90,"01",,0,111.225,"Z001",0
"2625","6481","10/14/25 00:00:00",0,1,0,0,1,0,0,1,200,0,0,0,0,200,"01",,0,200,"Z001",0
"425","6477","09/30/25 00:00:00",0,40,0,0,1,0,0,1,270,0,0,0,0,270,"01",,0,10800,"Z001",0
"525","914","09/30/25 00:00:00",0,25,0,0,1,0,0,1,300,0,218.25,0,0,300,"01",,0,2043.75,"Z001",0
"1125","6475","09/27/25 00:00:00",0,45,0,0,1,0,0,1,88.88999938964844,0,0,0,0,88.88999938964844,"01",,0,4000.04997253418,"Z001",0
"1925","6483","10/12/25 00:00:00",0,1,0,0,0,0,1,0,0,0,28214.73,1,0,0,"01",,0,0,"Z001",0
"2025","1084","11/02/25 00:00:00",0,1,0,0,0,0,1,0,0,0,4438.25,1,0,0,"01",,0,0,"Z001",0
"2025","787","11/02/25 00:00:00",0,1,0,0,0,0,1,0,0,0,4096,1,0,0,"01",,0,0,"Z001",0
"2025","6620","11/02/25 00:00:00",0,1,0,0,0,0,1,0,0,0,16000,1,0,0,"01",,0,0,"Z001",0
"625","6475","09/28/25 00:00:00",0,1,0,0,0,0,1,0,0,0,6813.56,1,0,0,"01",,0,0,"Z001",0
"1025","6476","09/28/25 00:00:00",0,1,0,0,0,0,1,0,0,0,10090.89,1,0,0,"01",,0,0,"Z001",0
"1325","6471","10/13/25 00:00:00",0,1,0,0,0,0,1,0,0,0,2529.576504713561,1,0,0,"01",,0,0,"Z001",0
"5725","6620","12/05/25 00:00:00",0,6,0,0,1,0,0,1,250,0,0,0,0,250,"01",,1,,"Z001",0
"5725","1084","12/05/25 00:00:00",0,16,0,0,1,0,0,1,80,0,0,0,0,80,"01",,1,,"Z001",0
"1925","251954","10/20/25 00:00:00",0,4,0,0,1,0,0,1,700,0,550,0,0,700,"01",,0,600,"Z001",0
"3925","6474","11/22/25 00:00:00",0,90,0,0,1,0,0,1,50,0,47.29000000000001,0,0,50,"01",,0,243.8999999999994,"Z001",0
"1525","251954","10/14/25 00:00:00",0,2,0,0,1,0,0,1,700,0,550,0,0,700,"01",,0,300,"Z001",0
"3825","6619","11/21/25 00:00:00",0,14,0,0,1,0,0,1,214.2899932861328,0,0,0,0,214.2899932861328,"01",,0,3000.059906005859,"Z001",0
"3925","6481","11/22/25 00:00:00",0,2,0,0,1,0,0,1,200,0,147.96,0,0,200,"01",,0,104.08,"Z001",0
"3925","1010","11/22/25 00:00:00",0,2,0,0,1,0,0,1,50,0,0,0,0,50,"01",,0,100,"Z001",0
"3925","251955","11/22/25 00:00:00",0,8,0,0,1,0,0,1,850,0,650,0,0,850,"01",,0,1600,"Z001",0
"4425","1084","11/29/25 00:00:00",0,75,0,0,1,0,0,1,80,0,49.31000000000001,0,0,80,"01",,0,2301.749999999999,"Z001",0
"4625","787","12/02/25 00:00:00",0,1,0,0,1,0,0,1,80,0,45.51,0,0,80,"01",,0,34.49,"Z001",0
"4725","787","12/03/25 00:00:00",0,3,0,0,1,0,0,1,80,0,45.51,0,0,80,"01",,0,103.47,"Z001",0
"4725","6620","12/03/25 00:00:00",0,6,0,0,1,0,0,1,250,0,177.78,0,0,250,"01",,0,433.32,"Z001",0
"4825","787","12/04/25 00:00:00",0,3,0,0,1,0,0,1,80,0,45.51,0,0,80,"01",,0,103.47,"Z001",0
"4925","6479","12/05/25 00:00:00",0,13,0,0,1,0,0,1,150,0,0,0,0,150,"01",,0,1950,"Z001",0
"5025","241910","12/06/25 00:00:00",0,12,0,0,1,0,0,1,250,0,102.2,0,0,250,"01",,0,1773.6,"Z001",0
"5125","241910","12/09/25 00:00:00",0,12,0,0,1,0,0,1,250,0,102.2,0,0,250,"01",,0,1773.6,"Z001",0
"5125","6619","12/09/25 00:00:00",0,5,0,0,1,0,0,1,200,0,0,0,0,200,"01",,0,1000,"Z001",0
"5425","6474","12/13/25 00:00:00",0,36,0,0,1,0,0,1,60,0,47.29000000000001,0,0,60,"01",,0,457.5599999999998,"Z001",0
"1425","6476","10/13/25 00:00:00",0,3,0,0,1,0,0,1,150,0,112.12,0,0,150,"01",,0,113.6399999999999,"Z001",0
"1425","6483","10/13/25 00:00:00",0,2,0,0,1,0,0,1,400,0,313.5,0,0,400,"01",,0,173,"Z001",0
"1425","6471","10/13/25 00:00:00",0,45,0,0,1,0,0,1,33.33000183105469,0,28.11,0,0,33.33000183105469,"01",,0,234.9000823974609,"Z001",0
"2625","1084","10/14/25 00:00:00",0,5,0,0,1,0,0,1,80,0,0,0,0,80,"01",,0,400,"Z001",0
"6225","241910","12/20/25 00:00:00",0,30,0,0,1,0,0,1,250,0,102.2,0,0,250,"01",,0,4434,"Z001",0
"7025","6620","10/29/25 00:00:00",0,30,0,0,1,0,0,1,300,0,0,0,0,300,"01",,0,9000,"Z001",0
"7025","241910","10/29/25 00:00:00",0,6,0,0,1,0,0,1,300,0,0,0,0,300,"01",,0,1800,"Z001",0
"7225","241910","12/29/25 00:00:00",0,40,0,0,1,0,0,1,250,0,102.2,0,0,250,"01",,0,5912,"Z001",0
"7525","241910","12/03/25 00:00:00",0,14,0,0,1,0,0,1,200,0,102.2,0,0,200,"01",,0,1369.2,"Z001",0
"125","6477","09/01/25 00:00:00",0,1,0,0,0,0,1,0,0,0,0,1,0,0,"01",,0,0,"Z001",0
"625","914","09/28/25 00:00:00",0,1,0,0,0,0,1,0,0,0,19642.6,1,0,0,"01",,0,0,"Z001",0
"1525","1084","11/01/25 00:00:00",0,1,0,0,0,0,1,0,0,0,4438.25,1,0,0,"01",,0,0,"Z001",0
"1525","6481","11/01/25 00:00:00",0,1,0,0,0,0,1,0,0,0,13316.43,1,0,0,"01",,0,0,"Z001",0
"1625","241910","11/01/25 00:00:00",0,1,0,0,0,0,1,0,0,0,10219.95454545455,1,0,0,"01",,0,0,"Z001",0
"1725","6474","11/21/25 00:00:00",0,1,0,0,0,0,1,0,0,0,4255.912813559322,1,0,0,"01",,0,0,"Z001",0
"1825","6474","12/12/25 00:00:00",0,1,0,0,0,0,1,0,0,0,4255.912813559322,1,0,0,"01",,0,0,"Z001",0
