GRNNo,LPONo,TDate,DNote,Item,Quantity,Price,VATAmount,NetAmount,Amount,Posted,Balance,SortOrder,Pick,VAT,Credit,Supplier,CurrMonth,Days,RefNo,Cash,BatchNo,Expiry,Blank,Quantity2,Price2,Return,UserName,Official,Remarks,Cancelled,B4,Curr,AVGPrice,AVGPrice2,StCn,Company,GoodsRet,Transfer,VATIncl,Discount,CostPrice,CostPrice2,Ref,BBF,BinLoc,InvNo,NetPrice
"4925","50430","10/01/25 00:00:00",,"1691",6,225.01,0,1350.06,1350.06,0,1350.06,694,0,0,0,350,"10. OCTOBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,225.01,-1,,0,"Z001","50430",225.00999
"4925","50430","10/01/25 00:00:00",,"201761",5,370.01,0,1850.05,1850.05,0,1850.05,695,0,0,0,350,"10. OCTOBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,370.01,-1,,0,"Z001","50430",370.01001
"4925","50430","10/01/25 00:00:00",,"6616",100,150,0,15000,15000,0,15000,696,0,0,0,350,"10. OCTOBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,150,1,,0,"Z001","50430",150
"5025","50838","10/01/25 00:00:00",,"791",10,625,0,6250,6250,0,6250,697,0,0,0,350,"10. OCTOBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,625,1,,0,"Z001","50838",625
"8025",,"09/15/25 00:00:00",,"1007",2,15000,0,30000,30000,0,30000,891,0,0,0,364,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,15000,-1,,0,"Z001",,15000
"8025",,"09/15/25 00:00:00",,"858",2,1400,0,2800,2800,0,2800,892,0,0,0,364,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,1400,-1,,0,"Z001",,1400
"8025",,"09/15/25 00:00:00",,"6563",2,2500,0,5000,5000,0,5000,893,0,0,0,364,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,2500,-1,,0,"Z001",,2500
"8025",,"09/15/25 00:00:00",,"251948",2,21000,0,42000,42000,0,42000,894,0,0,0,364,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,21000,-1,,0,"Z001",,21000
"8025",,"09/15/25 00:00:00",,"251949",2,24000,0,48000,48000,0,48000,895,0,0,0,364,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,24000,-1,,0,"Z001",,24000
"8025",,"09/15/25 00:00:00",,"251946",2,800,0,1600,1600,0,1600,897,0,0,0,364,"9. SEPTEMBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,800,1,,0,"Z001",,800
"8025",,"09/15/25 00:00:00",,"1669",5,3500,0,17500,17500,0,17500,898,0,0,0,364,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,3500,-1,,0,"Z001",,3500
"8025",,"09/15/25 00:00:00",,"1717",5,4800,0,24000,24000,0,24000,899,0,0,0,364,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,4800,-1,,0,"Z001",,4800
"8025",,"09/15/25 00:00:00",,"6624",2,17000,0,34000,34000,0,34000,900,0,0,0,364,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,17000,-1,,0,"Z001",,17000
"8125",,"09/18/25 00:00:00",,"251957",5,1900,0,9500,9500,0,9500,901,0,0,0,354,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,1900,0,,0,"Z001",,1900
"8125",,"09/18/25 00:00:00",,"241931",5,2600,0,13000,13000,0,13000,902,0,0,0,354,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,2600,0,,0,"Z001",,2600
"8125",,"09/18/25 00:00:00",,"251953",4,2300,0,9200,9200,0,9200,903,0,0,0,354,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,2300,0,,0,"Z001",,2300
"8125",,"09/18/25 00:00:00",,"251938",4,2300,0,9200,9200,0,9200,904,0,0,0,354,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,2300,0,,0,"Z001",,2300
"8125",,"09/18/25 00:00:00",,"241910",2,13500,0,27000,27000,0,27000,905,0,0,0,354,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,13500,0,,0,"Z001",,13500
"8125",,"09/18/25 00:00:00",,"251954",0,-1,0,16500,16500,0,16500,906,0,0,0,354,"9. SEPTEMBER",-1,,1,,,1,30,550,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,0,550,,0,"Z001",,-1
"8125",,"09/18/25 00:00:00",,"251955",0,-1,0,39000,39000,0,39000,907,0,0,0,354,"9. SEPTEMBER",-1,,1,,,1,60,650,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,0,650,,0,"Z001",,-1
"8125",,"09/18/25 00:00:00",,"201789",100,45,0,4500,4500,0,4500,908,0,0,0,354,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"RAYYAN",1,,0,0,1,0,0,0,"01",0,0,1,0,45,0,,0,"Z001",,45
"6225",,"09/30/25 00:00:00",,"6229",5,360,0,1800,1800,0,1800,786,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,360,1,,0,"Z001",,360
"6225",,"09/30/25 00:00:00",,"5969",40,20,0,800,800,0,800,788,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,20,1,,0,"Z001",,20
"6225",,"09/30/25 00:00:00",,"6098",40,30,0,1200,1200,0,1200,789,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,30,1,,0,"Z001",,30
"6225",,"09/30/25 00:00:00",,"201762",5,600,0,3000,3000,0,3000,790,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,600,-1,,0,"Z001",,600
"6225",,"09/30/25 00:00:00",,"251988",6,500,0,3000,3000,0,3000,791,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,500,1,,0,"Z001",,500
"6325",,"09/20/25 00:00:00",,"6130",2,4900,0,9800,9800,0,9800,792,0,0,0,359,"9. SEPTEMBER",-1,"6325",1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,4900,-1,,0,"Z001",,4900
"6325",,"09/20/25 00:00:00",,"6218",3,4000,0,12000,12000,0,12000,793,0,0,0,359,"9. SEPTEMBER",-1,"6325",1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,4000,1,,0,"Z001",,4000
"6325",,"09/20/25 00:00:00",,"5692",12,2900,0,34800,34800,0,34800,794,0,0,0,359,"9. SEPTEMBER",-1,"6325",1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,2900,-1,,0,"Z001",,2900
"6525",,"09/22/25 00:00:00",,"6511",6,3200,0,19200,19200,0,19200,796,0,0,0,357,"9. SEPTEMBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,3200,1,,0,"Z001",,3200
"6525",,"09/22/25 00:00:00",,"6107",2,5500,0,11000,11000,0,11000,797,0,0,0,357,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,5500,-1,,0,"Z001",,5500
"6525",,"09/22/25 00:00:00",,"6116",10,550,0,5500,5500,0,5500,798,0,0,0,357,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,550,-1,,0,"Z001",,550
"6525",,"09/22/25 00:00:00",,"891",12,150,0,1800,1800,0,1800,799,0,0,0,357,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,150,-1,,0,"Z001",,150
"6625",,"09/25/25 00:00:00",,"6099",70,85,0,5950,5950,0,5950,802,0,0,0,350,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,85,-1,,0,"Z001",,85
"6625",,"09/25/25 00:00:00",,"6030",80,80,0,6400,6400,0,6400,803,0,0,0,350,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,80,-1,,0,"Z001",,80
"7825",,"09/01/25 00:00:00",,"201725",10,6650,0,66500,66500,0,66500,873,0,0,0,351,"9. SEPTEMBER",121,,1,,,1,0,-1,0,"SUPPORT",1,"5 PCS THEN 5 PCS",0,0,1,0,0,0,"01",0,0,1,0,6650,-1,,0,"Z001",,6650
"1325",,"10/13/25 00:00:00",,"6471",0,0,0,0,0,0,0,874,0,0,0,0,"10. OCTOBER",-1,,0,,,1,90,0,0,"SAID",0,,0,0,1,0,0,1,"01",0,0,0,0,0,0,,0,"Z001",,0
"1025",,"09/28/25 00:00:00",,"6476",0,0,0,0,0,0,0,1044,0,0,0,0,"9. SEPTEMBER",-1,,0,,,1,90,0,0,"SAID",0,,0,0,1,0,0,1,"01",0,0,0,0,0,0,,0,"Z001",,0
"7525",,"10/08/25 00:00:00",,"231902",2,5150.16,0,10300.32,10300.32,0,10300.32,858,0,0,0,347,"10. OCTOBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,5150.16,1,,0,"Z001",,5150.1602
"7525",,"10/08/25 00:00:00",,"1004",6,392.08,0,2352.48,2352.48,0,2352.48,859,0,0,0,347,"10. OCTOBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,392.08,-1,,0,"Z001",,392.07999
"7525",,"10/08/25 00:00:00",,"6612",6,540.84,0,3245.04,3245.04,0,3245.04,860,0,0,0,347,"10. OCTOBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,540.84,-1,,0,"Z001",,540.84003
"7525",,"10/08/25 00:00:00",,"6608",6,737.1900000000001,0,4423.14,4423.14,0,4423.14,861,0,0,0,347,"10. OCTOBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,737.1900000000001,-1,,0,"Z001",,737.19
"7525",,"10/08/25 00:00:00",,"6613",6,1432.89,0,8597.34,8597.34,0,8597.34,862,0,0,0,347,"10. OCTOBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,1432.89,-1,,0,"Z001",,1432.89
"7525",,"10/08/25 00:00:00",,"251946",2,894.36,0,1788.72,1788.72,0,1788.72,863,0,0,0,347,"10. OCTOBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,894.36,1,,0,"Z001",,894.35999
"7525",,"10/08/25 00:00:00",,"251965",2,967.4400000000001,0,1934.88,1934.88,0,1934.88,864,0,0,0,347,"10. OCTOBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,967.4400000000001,1,,0,"Z001",,967.44
"7525",,"10/08/25 00:00:00",,"6275",2,1026.6,0,2053.2,2053.2,0,2053.2,865,0,0,0,347,"10. OCTOBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,1026.6,-1,,0,"Z001",,1026.6
"7525",,"10/08/25 00:00:00",,"962",24,454.36,0,10904.64,10904.64,0,10904.64,866,0,0,0,347,"10. OCTOBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,454.36,-1,,0,"Z001",,454.35999
"7625",,"09/01/25 00:00:00",,"5984",120,30,0,3600,3600,0,3600,867,0,0,0,358,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,30,-1,,0,"Z001",,30
"7725",,"09/22/25 00:00:00",,"5817",10,7700,0,77000,77000,0,77000,868,0,0,0,345,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,7700,-1,,0,"Z001",,7700
"125",,"09/01/25 00:00:00",,"6477",0,0,0,0,0,0,0,879,0,0,0,0,"9. SEPTEMBER",-1,,0,,,1,90,0,0,"SAID",0,,0,0,1,0,0,1,"01",0,0,0,0,0,0,,0,"Z001",,0
"625",,"09/28/25 00:00:00",,"914",0,0,0,0,0,0,0,880,0,0,0,0,"9. SEPTEMBER",-1,,0,,,1,90,0,0,"SAID",0,,0,0,1,0,0,1,"01",0,0,0,0,0,0,,0,"Z001",,0
"625",,"09/28/25 00:00:00",,"6475",0,0,0,0,0,0,0,881,0,0,0,0,"9. SEPTEMBER",-1,,0,,,1,90,0,0,"SAID",0,,0,0,1,0,0,1,"01",0,0,0,0,0,0,,0,"Z001",,0
"7925",,"09/24/25 00:00:00",,"771",3,34000,0,102000,102000,0,102000,882,0,0,0,349,"9. SEPTEMBER",-1,"7925",1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,34000,-1,,0,"Z001",,34000
"7925",,"09/24/25 00:00:00",,"6131",3,43000,0,129000,129000,0,129000,883,0,0,0,349,"9. SEPTEMBER",-1,"7925",1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,43000,-1,,0,"Z001",,43000
"7925",,"09/24/25 00:00:00",,"6555",2,70000,0,140000,140000,0,140000,884,0,0,0,349,"9. SEPTEMBER",-1,"7925",1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,70000,-1,,0,"Z001",,70000
"6125",,"09/16/25 00:00:00",,"6332",10,190,0,1900,1900,0,1900,768,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,190,-1,,0,"Z001",,190
"6125",,"09/16/25 00:00:00",,"5833",3,550.24,0,1650.72,1650.72,0,1650.72,769,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,550.24,1,,0,"Z001",,550.23999
"6125",,"09/16/25 00:00:00",,"757",5,1350,0,6750,6750,0,6750,770,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,1350,1,,0,"Z001",,1350
"6125",,"09/16/25 00:00:00",,"836",36,230,0,8280,8280,0,8280,771,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,230,-1,,0,"Z001",,230
"6125",,"09/16/25 00:00:00",,"875",2,850,0,1700,1700,0,1700,772,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,850,-1,,0,"Z001",,850
"6125",,"09/16/25 00:00:00",,"251990",30,60,0,1800,1800,0,1800,773,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,60,1,,0,"Z001",,60
"6125",,"09/16/25 00:00:00",,"251946",5,950,0,4750,4750,0,4750,774,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,950,-1,,0,"Z001",,950
"6125",,"09/16/25 00:00:00",,"6338",20,100,0,2000,2000,0,2000,775,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,100,1,,0,"Z001",,100
"6125",,"09/16/25 00:00:00",,"6399",12,110,0,1320,1320,0,1320,776,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,110,-1,,0,"Z001",,110
"6225",,"09/30/25 00:00:00",,"6358",50,120,0,6000,6000,0,6000,777,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,120,-1,,0,"Z001",,120
"6225",,"09/30/25 00:00:00",,"251969",18,500,0,9000,9000,0,9000,779,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,500,-1,,0,"Z001",,500
"6225",,"09/30/25 00:00:00",,"251970",12,480,0,5760,5760,0,5760,780,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,480,-1,,0,"Z001",,480
"6225",,"09/30/25 00:00:00",,"251966",4,180,0,720,720,0,720,781,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,180,-1,,0,"Z001",,180
"6225",,"09/30/25 00:00:00",,"251967",4,250,0,1000,1000,0,1000,782,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,250,1,,0,"Z001",,250
"6225",,"09/30/25 00:00:00",,"251968",4,400,0,1600,1600,0,1600,783,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,400,-1,,0,"Z001",,400
"6225",,"09/30/25 00:00:00",,"5797",5,800,0,4000,4000,0,4000,784,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,800,-1,,0,"Z001",,800
"6225",,"09/30/25 00:00:00",,"231903",5000,1.09,0,5450,5450,0,5450,785,0,0,0,346,"9. SEPTEMBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,1.09,-1,,0,"Z001",,1.09
"5125",,"10/21/25 00:00:00",,"944",20,220,0,4400,4400,0,4400,698,0,0,0,370,"10. OCTOBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,220,-1,,0,"Z001",,220
"5125",,"10/21/25 00:00:00",,"6173",20,135,0,2700,2700,0,2700,699,0,0,0,370,"10. OCTOBER",-1,,1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,135,1,,0,"Z001",,135
"5225",,"10/20/25 00:00:00",,"251989",192,2.6,0,499.2,499.2,0,499.2,716,0,0,0,346,"10. OCTOBER",-1,,1,,,1,0,-1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,2.6,-1,,0,"Z001",,2.5999999
"5525",,"10/16/25 00:00:00",,"6025",19,61.75,0,1173.25,1173.25,0,1173.25,718,0,0,0,371,"10. OCTOBER",-1,"5525",1,,,1,0,1,0,"SUPPORT",1,,0,0,1,0,0,0,"01",0,0,1,0,61.75,1,,0,"Z001",,61.75
